web-scraper-order,web-scraper-start-url,titulo,precio,habts,ban,mets
1620529927-20489,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-12.html,Amplia Casa en Venta Ubicada en Villas del Meson en Juriquilla Jf,"MN 8,900,000",4 rec.,"3
					
						baños",1000 m²
1620528365-16515,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-2.html,Casa en Venta - Jurica - C949,"MN 19,500,000",3 rec.,"3
					
						baños",2220 m²
1620528807-17648,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-41.html,"Preciosas Casas en Torre de Piedra, El Refugio, Varios Model","MN 2,415,000",3 rec.,"2
					
						baños",128 m²
1620529111-18434,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-8.html,"Casa en Venta en El Refugio, 3 Recamaras, 2.5 Baños, Estudio, Bonito Diseño!","MN 1,825,000",3 rec.,"2
					
						baños",160 m²
1620529792-20100,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-28.html,"Casa en Venta en Cumbres de Juriquilla, Qro.","MN 3,650,000",3 rec.,"2
					
						baños",284 m²
1620527832-15238,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-35.html,"Hermosa Residencia en La Condesa Juriquilla, 4ta Recámara en","MN 4,100,000",4 rec.,"4
					
						baños",220 m²
1620528677-17329,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-1.html,Casa en Venta Milenio en Privada Blank Haus,"MN 6,000,000",4 rec.,"4
					
						baños",337 m²
1620529694-19825,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-39.html,Casa con Enorme Jardin en Juriquilla,"MN 4,800,000",3 rec.,"2
					
						baños",295 m²
1620527968-15535,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-22.html,"Residencia en Cumbres del Lago, 3 Recámaras, Jardín, Alberca","MN 3,104,000",3 rec.,"3
					
						baños",160 m²
1620528091-15871,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-8.html,"Hermosa Residencia Luxury en La Condesa Juriquilla, 3 Recámras, Una en P. B.","MN 4,450,000",3 rec.,"3
					
						baños",207 m²
1620529306-18880,https://www.inmuebles24.com/casas-en-venta-en-el-campanario-ciudad-de-queretaro-pagina-2.html,Excelente Casa Nueva en El Campanario Queretaro,"MN 19,750,000",4 rec.,"5
					
						baños",714 m²
1620528004-15646,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-18.html,Casa en Venta en Cumbres del Lago 21496 Jl,"MN 5,000,001",3 rec.,"3
					
						baños",280 m²
1620529694-19823,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-39.html,Casa en Zenit Altos Juriquilla,"MN 4,398,000",3 rec.,"5
					
						baños",180 m²
1620529968-20596,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-7.html,Hermosa Casa en Juriquilla,"MN 3,850,000",3 rec.,"3
					
						baños",220 m²
1620527794-15159,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-38.html,"Preciosa Residencia en Cumbres del Lago, 4 Recamaras, Sótano, Jardín, Cto Serv","MN 5,400,000",4 rec.,"4
					
						baños",280 m²
1620529817-20167,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-25.html,Casa de 4 Habitaciones en Real de Juriquilla,"MN 8,100,000",4 rec.,"4
					
						baños",525 m²
1620527976-15569,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-21.html,"Hermosa Casa en Cumbres del Lago, Juriquilla","MN 3,600,000",2 rec.,"2
					
						baños",270 m²
1620528873-17806,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-34.html,"Hermosa Casa en El Refugio, 3 Recámaras, Vestidor, 2.5 Baños, Estudio, Alberca","MN 1,938,530",3 rec.,"2
					
						baños",105 m²
1620529163-18580,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-2.html,"Residencia en Queretaro, en El Refugio","MN 2,318,107",3 rec.,"2
					
						baños",147 m²
1620528651-17253,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-4.html,Casa en Venta en Milenio Bien Ubicada y con Buenos Acabados,"MN 3,850,000",3 rec.,"2
					
						baños",200 m²
1620529843-20241,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-22.html,Venta Casa en Lomas de Juriquilla,"MN 5,100,000",3 rec.,"3
					
						baños",225 m²
1620528693-17363,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-53.html,Residencial El Refugio,"MN 2,524,051",3 rec.,"2
					
						baños",110 m²
1620528660-17285,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-3.html,"Hermosa Casa en Milenio III, 3 Recámaras, Sótano! 3 Baños, Premium, C.217 m².","MN 2,180,000",3 rec.,"3
					
						baños",128 m²
1620528566-17042,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-13.html,"Se Vende Casa en Milenio III, Terreno 157 m², Construcción 1","MN 2,700,000",2 rec.,"2
					
						baños",157 m²
1620529927-20480,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-12.html,"Casa en Venta en Juriquilla La Condesa, Querétaro","MN 4,650,000",4 rec.,"5
					
						baños",280 m²
1620529049-18256,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-15.html,"El Refugio, 3 Niveles, Roof Garden, 3 Recámaras, Jardín, 3.5","MN 2,980,000",3 rec.,"3
					
						baños",130 m²
1620529558-19474,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-54.html,"Preciosa Casa en Lomas Juriquilla, Hasta 5 Recamaras, 5 Baños y Frente Al Parque","MN 5,000,000",5 rec.,"5
					
						baños",250 m²
1620529776-20042,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-30.html,"En Juriquilla San Isidro, 3 Recamaras, Sala Tv, Pasillo de S","MN 1,776,700",3 rec.,"2
					
						baños",129 m²
1620528478-16804,https://www.inmuebles24.com/casas-en-venta-en-el-pueblito-centro-pagina-4.html,"Hermosa Casa en Puerta de Piedra, Gran Ubicación, 3 Recamara","MN 2,180,000",3 rec.,"2
					
						baños",130 m²
1620528574-17061,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-12.html,"Residencia de Autor en Milenio III, Roof Garden, 4 Recámaras, 6 Baños, Estudio","MN 4,300,000",4 rec.,"4
					
						baños",219 m²
1620528298-16389,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-8.html,Casa en Venta Jurica 3 Habitaciones,"MN 3,320,081",3 rec.,"2
					
						baños",210 m²
1620529901-20421,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-15.html,Casa un Nivel,"MN 3,490,000",3 rec.,"3
					
						baños",305 m²
1620529792-20091,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-28.html,"Preciosa Casa en Punta Juriquilla por La Uvm, 4 Recamaras, Una en Pb, Alberca","MN 3,500,000",4 rec.,"4
					
						baños",172 m²
1620529843-20250,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-22.html,"Preciosa Casa en Grand Juriquilla, 3 Recamaras, Gran Jardín 100 m, Terreno 195 m²","MN 2,690,000",3 rec.,"2
					
						baños",195 m²
1620529627-19663,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-46.html,"Estrene Casa de Autor C/finos Acabados, Grand Juriquilla, Amplios Espacios","MN 2,200,000",3 rec.,"2
					
						baños",195 m²
1620528273-16337,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-10.html,Casa en Venta en Jurica Ofp 21 1102,"MN 6,200,000",3 rec.,"3
					
						baños",264 m²
1620528775-17580,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-44.html,Casa en Venta en El Refugio,"MN 3,150,000",2 rec.,"3
					
						baños",165 m²
1620527786-15127,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-39.html,"Preciosa Residencia en Cumbres del Lago, Jardín, 4 Recamaras","MN 5,800,000",4 rec.,"5
					
						baños",280 m²
1620529322-18929,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-el-mirador-ciudad-de-queretaro-pagina-7.html,El Mirador Casa de 3 Recamaras y Cuenta con Cisterna y Tinaco!,"MN 2,980,000",3 rec.,"3
					
						baños",144 m²
1620529384-19073,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-el-mirador-ciudad-de-queretaro-pagina-1.html,El Mirador Casa con Acabados de Lujo con 175 M²! Rahh,"MN 2,480,000",3 rec.,"2
					
						baños",136 m²
1620529473-19233,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-64.html,"Casa en Venta en Privada La Rica Juriquilla, Querétaro","MN 11,900,000",4 rec.,"4
					
						baños",752 m²
1620528273-16334,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-10.html,Casa en Venta en Jurica un Solo Nivel,"MN 15,000,000",4 rec.,"4
					
						baños",2220 m²
1620528374-16548,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-1.html,Venta de Hermosa Casa Estilo Mexicano en Jurica Queretaro,"MN 6,800,000",4 rec.,"3
					
						baños",840 m²
1620529128-18493,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-6.html,"Casa Venta Refugio, Trento II","MN 2,450,000",3 rec.,"4
					
						baños",163 m²
1620529057-18300,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-14.html,"Preciosa Casa en El Refugio, 4 Recamaras Una Pb, 3.5 Baños","MN 2,686,000",4 rec.,"3
					
						baños",110 m²
1620529524-19379,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-58.html,"De Autor, La Condesa Juriquilla, Roof, 3 Recámaras, 3 Baños, Estudio, Lujo!","MN 3,090,000",3 rec.,"2
					
						baños",242 m²
1620530020-20746,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-1.html,Residencia de un Piso en Venta con Vista Al Campo de Golf en Querétaro,"MN 9,500,000",4 rec.,"4
					
						baños",1029 m²
1620528685-17349,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-54.html,"Casas en Venta Zirahuén, Residencial El Refugio","MN 3,990,000",3 rec.,"4
					
						baños",123 m²
1620528117-15958,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-5.html,"Venta Casa, Cumbres del Lago.","MN 4,500,000",3 rec.,"4
					
						baños",325 m²
1620528388-16565,https://www.inmuebles24.com/casas-en-venta-en-los-candiles-pagina-1.html,"Hermosa Casa en Los Ciruelos Residencial, Alberca, 3 Recamaras, Casa Club.","MN 2,200,000",3 rec.,"2
					
						baños",128 m²
1620529499-19306,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-61.html,"Preciosa Residencia en Bio Grand Juriquilla, 3 Niveles, Roof","MN 2,900,000",3 rec.,"4
					
						baños",168 m²
1620527848-15252,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-34.html,"Hermosa Residencia en Venta en Cumbres del Lago, 4 Habitaciones 7 Baños, Roof G","MN 4,100,000",4 rec.,"5
					
						baños",288 m²
1620529339-18965,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-el-mirador-ciudad-de-queretaro-pagina-5.html,El Mirador Gran Casa en Venta con 4 Recamaras y Roof Garden Tbs,"MN 6,600,000",4 rec.,"4
					
						baños",200 m²
1620528574-17074,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-12.html,"Hermosa Residencia en Milenio III, Sótano, Gran Jardín, 3 Recs, 6 Baños, Jacuzzi","MN 7,800,000",3 rec.,"4
					
						baños",271 m²
1620527778-15119,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-40.html,"Preciosa Casa en La Condesa Juriquilla, Estudio o 4ta Recamara en P. B, Jardín.","MN 3,480,000",4 rec.,"3
					
						baños",180 m²
1620528064-15808,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-11.html,Casa en Venta en Queretaro,"MN 4,750,000",3 rec.,"3
					
						baños",270 m²
1620527822-15194,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-36.html,"Preciosa Casa en La Condesa Juriquilla, Doble Altura, Roof G","MN 4,100,000",3 rec.,"2
					
						baños",200 m²
1620528677-17335,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-1.html,Casa en Venta Milenio III,"MN 3,200,000",3 rec.,"3
					
						baños",160 m²
1620529582-19536,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-51.html,"Casa en Venta 3 Rec c/u con Baño en Privada Lomas de Juriquilla, Queretaro $5,700,000","MN 5,300,000",4 rec.,"4
					
						baños",254 m²
1620528175-16103,https://www.inmuebles24.com/casas-en-venta-en-centro-sur-pagina-3.html,Casa en Venta en Centro Sur,"MN 3,200,000",3 rec.,"3
					
						baños",160 m²
1620529715-19888,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-37.html,Cumbres de Juriquilla. Casa en Venta Amplios Espacios. Fvr,"MN 2,550,000",2 rec.,"2
					
						baños",210 m²
1620529960-20585,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-8.html,Casa en Venta en Juriquilla,"MN 5,600,000",4 rec.,"6
					
						baños",250 m²
1620528643-17238,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-5.html,"Preciosa Casa en Milenio III, 3 Recamaras, 2.5 Baños, Cochera 2 Autos, Bodega","MN 2,900,000",3 rec.,"2
					
						baños",165 m²
1620528039-15735,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-14.html,Casa en Venta en Cumbres del Lago,"MN 5,490,000",3 rec.,"3
					
						baños",280 m²
1620528513-16901,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-19.html,Casa en Venta en Milenio 3a. Sección,"MN 3,200,000",4 rec.,"4
					
						baños",208 m²
1620528668-17301,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-2.html,"Casa en Venta en Milenio III, D220","MN 8,000,000",3 rec.,"4
					
						baños",384 m²
1620529507-19337,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-60.html,"Preciosa Residencia en Grand Juriquilla, 3 Recamaras, Jardín","MN 2,950,000",3 rec.,"2
					
						baños",195 m²
1620528668-17307,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-2.html,Casa en Venta en Milenio III,"MN 3,500,000",3 rec.,"2
					
						baños",175 m²
1620529298-18865,https://www.inmuebles24.com/casas-en-venta-en-el-campanario-ciudad-de-queretaro-pagina-3.html,Venta de Nueva Casa Moderna,"MN 22,000,000",4 rec.,"5
					
						baños",612 m²
1620528505-16874,https://www.inmuebles24.com/casas-en-venta-en-el-pueblito-centro-pagina-1.html,"Se Vende Casa en Puerta de Piedra, Alberca, 3 Recamaras, Ter","MN 2,150,000",3 rec.,"2
					
						baños",173 m²
1620528711-17407,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-51.html,Residencial El Refugio,"MN 2,840,000",3 rec.,"2
					
						baños",189 m²
1620528643-17246,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-5.html,Casa en Venta en Milenio 3a. Sección,"MN 4,500,000",3 rec.,"5
					
						baños",135 m²
1620529715-19885,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-37.html,Casa Nuevo Juriquilla,"MN 2,690,000",3 rec.,"2
					
						baños",194 m²
1620529610-19619,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-48.html,Casa en Venta en Altos Juriquilla!,"MN 3,619,000",3 rec.,"3
					
						baños",201 m²
1620528701-17389,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-52.html,"Preciosa Residencia Luxury en El Refugio, Gran Jardín, 3 Habitaciones, Estudio","MN 3,990,000",3 rec.,"3
					
						baños",260 m²
1620528445-16711,https://www.inmuebles24.com/casas-en-venta-en-el-pueblito-centro-pagina-8.html,"Estrena Casa en Terralta, 3 Recamaras, Alcoba, 2.5 Baños, Jardín.","MN 1,490,000",3 rec.,"2
					
						baños",90 m²
1620529463-19210,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-65.html,Casa en Venta Juriquilla Bio Grand Queretaro,"MN 3,900,000",3 rec.,"5
					
						baños",280 m²
1620529627-19662,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-46.html,"Vendo Casa Nueva con Amplia Cocina con Vista Al Jardín en Juriquilla En: $2,829,509.","MN 2,829,509",3 rec.,"2
					
						baños",140 m²
1620529315-18913,https://www.inmuebles24.com/casas-en-venta-en-el-campanario-ciudad-de-queretaro-pagina-1.html,Hermosa Casa Palladio Neoclásica en Venta en El Campanario,"MN 21,000,000",4 rec.,"4
					
						baños",600 m²
1620529516-19346,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-59.html,Casa en San Isidro de 165 m² de 3 Dorm.! Atc 20 - 153 Preventa,"MN 3,230,024",3 rec.,"2
					
						baños",111 m²
1620529893-20383,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-16.html,"Residencia en Grand Juriquilla, Lujo, 3 Recámaras, 2.5 Baños","MN 2,650,000",3 rec.,"2
					
						baños",170 m²
1620528584-17101,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-11.html,Venta Casa en Milenio,"MN 2,750,000",3 rec.,"2
					
						baños",116 m²
1620527808-15187,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-37.html,"En Venta Preciosa Casa en Cumbres del Lago, 3 Recámaras, Jardín, Cto Serv, Lujo","MN 3,400,000",3 rec.,"3
					
						baños",276 m²
1620529339-18978,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-el-mirador-ciudad-de-queretaro-pagina-5.html,Casa en Esquina de 4 Recamaras y 311 m² en El Mirador! Rahqro,"MN 5,000,000",4 rec.,"3
					
						baños",324 m²
1620528513-16909,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-19.html,Casa Amplia con Buena Ubicación en Milenio,"MN 2,520,000",3 rec.,"2
					
						baños",162 m²
1620529901-20410,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-15.html,Residencia a La Venta en Cumbres del Lago Juriquilla de 349 m² y Acabados Premium,"MN 6,250,000",4 rec.,"5
					
						baños",280 m²
1620528201-16158,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-17.html,"Casa en Venta, Jurica","MN 16,850,000",4 rec.,"4
					
						baños",2220 m²
1620528852-17766,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-36.html,"Oportunidad! Preciosa Casa en El Refugio, Jardín, 3 Recama","MN 1,945,000",3 rec.,"2
					
						baños",127 m²
1620528816-17663,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-40.html,"Hermosa Casa en El Refugio, Roof Garden, Hermosa Vista, Cto","MN 3,500,000",3 rec.,"3
					
						baños",150 m²
1620529706-19846,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-38.html,"Hermosa Casa en Juriquilla San Isidro, 3 Recámaras, Jardín, 2.5 Baños, Estudio","MN 2,730,000",3 rec.,"2
					
						baños",200 m²
1620527922-15425,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-27.html,"Preciosa Casa en La Condesa Juriquilla, 3 Niveles, 4.5 Baños","MN 4,300,000",3 rec.,"4
					
						baños",180 m²
